"","County","TotPrecincts","PrecinctsReporting","Bush","Kerry","Nader","votes","p"
"1551","Provincetown",1,1,284,2151,0,2435,0.000838216438930403
"1552","Quincy",30,30,13364,24153,0,37517,0.0129147294206784
"1553","Randolph",8,8,3738,9537,0,13275,0.00456974259827561
"1554","Raynham",3,3,3083,3222,0,6305,0.00217041258622431
"1555","Reading",8,8,5184,7226,0,12410,0.00427197782633524
"1556","Rehoboth",3,3,2659,2881,0,5540,0.00190707148734063
"1557","Revere",21,21,5351,10974,0,16325,0.00561966462650465
"1558","Richmond",1,1,225,750,0,975,0.000335630812302728
"1559","Rochester",1,1,1364,1381,0,2745,0.000944929825406142
"1560","Rockland",6,6,3652,4579,0,8231,0.00283341252929616
"1561","Rockport",3,3,1637,2930,0,4567,0.00157212914849904
"1562","Rowe",1,1,112,136,0,248,8.53707091805914e-05
"1563","Rowley",1,1,1645,1453,0,3098,0.00106644539129626
"1564","Royalston",2,2,272,338,0,610,0.000209984405645809
"1565","Russell",1,1,383,389,0,772,0.000265750755997647
"1566","Rutland",2,2,1851,1771,0,3622,0.00124682543811331
"1567","Salem",14,14,5529,12226,0,17755,0.00611192315121532
"1568","Salisbury",2,2,1717,2197,0,3914,0.00134734256343885
"1569","Sandisfield",1,1,133,267,0,400,0.00013769469222676
"1570","Sandwich",7,7,5977,5853,0,11830,0.00407232052260643
"1571","Saugus",10,10,5561,7721,0,13282,0.00457215225538957
"1572","Savoy",1,1,112,225,0,337,0.000116007778201046
"1573","Scituate",6,6,5070,5656,0,10726,0.00369228317206058
"1574","Seekonk",4,4,3018,3910,0,6928,0.00238487206936749
"1575","Sharon",5,5,2766,6689,0,9455,0.00325475828751005
"1576","Sheffield",1,1,573,1207,0,1780,0.000612741380409083
"1577","Shelburne",1,1,300,806,0,1106,0.000380725824006992
"1578","Sherborn",1,1,1107,1494,0,2601,0.000895359736204509
"1579","Shirley",1,1,1325,1533,0,2858,0.000983828575960202
"1580","Shrewsbury",9,9,7104,8971,0,16075,0.00553360544386293
"1581","Shutesbury",1,1,146,986,0,1132,0.000389675979001732
"1582","Somerset",5,5,3210,6764,0,9974,0.00343341715067427
"1583","Somerville",21,21,5208,24157,0,29365,0.010108511593097
"1584","South Hadley",5,5,3163,5333,0,8496,0.00292463526289639
"1585","Southampton",1,1,1462,1677,0,3139,0.0010805590972495
"1586","Southborough",3,3,2440,2915,0,5355,0.00184338769218575
"1587","Southbridge",5,5,2514,3983,0,6497,0.00223650603849315
"1588","Southwick",3,3,2313,2080,0,4393,0.00151223195738039
"1589","Spencer",4,4,2504,2763,0,5267,0.00181309485989587
"1590","Springfield",64,64,13028,33583,0,46611,0.0160452182484538
"1591","Sterling",2,2,2249,2089,0,4338,0.00149329893719922
"1592","Stockbridge",1,1,248,980,0,1228,0.000422722705136154
"1593","Stoneham",7,7,4725,6921,0,11646,0.00400898096418213
"1594","Stoughton",8,8,4865,8174,0,13039,0.00448850272986182
"1595","Stow",1,1,1465,2194,0,3659,0.00125956219714429
"1596","Sturbridge",2,2,2146,2466,0,4612,0.00158761980137455
"1597","Sudbury",5,5,3597,6081,0,9678,0.00333152307842646
"1598","Sunderland",1,1,379,1292,0,1671,0.000575219576777291
"1599","Sutton",3,3,2478,2173,0,4651,0.00160104503386666
"1600","Swampscott",6,6,2677,5188,0,7865,0.00270742188590867
"1601","Swansea",5,5,3034,5253,0,8287,0.00285268978620791
"1602","Taunton",16,16,7785,13170,0,20955,0.0072134806890294
"1603","Templeton",2,2,1426,1866,0,3292,0.00113322731702624
"1604","Tewksbury",8,8,6885,7730,0,14615,0.00503101981723525
"1605","Tisbury",1,1,563,1653,0,2216,0.000762828594936252
"1606","Tolland",1,1,128,109,0,237,8.15841051443555e-05
"1607","Topsfield",1,1,1889,1731,0,3620,0.00124613696465218
"1608","Townsend",3,3,2421,2179,0,4600,0.00158348896060774
"1609","Truro",1,1,392,1043,0,1435,0.000493979708363502
"1610","Tyngsborough",4,4,2810,2749,0,5559,0.0019136119852214
"1611","Tyringham",1,1,92,172,0,264,9.08784968696618e-05
"1612","Upton",1,1,1727,1961,0,3688,0.00126954506233073
"1613","Uxbridge",4,4,3094,3456,0,6550,0.0022547505852132
"1614","Wakefield",7,7,5633,7965,0,13598,0.00468093106224872
"1615","Wales",1,1,415,466,0,881,0.000303272559629439
"1616","Walpole",8,8,6110,6496,0,12606,0.00433944822552635
"1617","Waltham",18,18,8190,14468,0,22658,0.00779971584118483
"1618","Ware",3,3,1654,2589,0,4243,0.00146059644779536
"1619","Wareham",6,6,4094,5934,0,10028,0.00345200593412488
"1620","Warren",1,1,1004,1151,0,2155,0.000741830154371671
"1621","Warwick",1,1,123,269,0,392,0.000134940798382225
"1622","Washington",1,1,104,211,0,315,0.000108434570128574
"1623","Watertown",12,12,4186,10942,0,15128,0.00520761326001607
"1624","Wayland",4,4,2591,5146,0,7737,0.00266335958439611
"1625","Webster",5,5,2823,3573,0,6396,0.0022017381287059
"1626","Wellesley",7,7,5120,8368,0,13488,0.00464306502188636
"1627","Wellfleet",1,1,622,1437,0,2059,0.000708783428237248
"1628","Wendell",1,1,69,429,0,498,0.000171429891822317
"1629","Wenham",1,1,1153,1075,0,2228,0.000766959435703055
"1630","West Boylston",2,2,1774,1906,0,3680,0.00126679116848619
"1631","West Bridgewater",2,2,1989,1666,0,3655,0.00125818525022202
"1632","West Brookfield",1,1,889,963,0,1852,0.0006375264250099
"1633","West Newbury",1,1,1183,1364,0,2547,0.000876770952753896
"1634","West Springfield",8,8,5012,6645,0,11657,0.00401276756821836
"1635","West Stockbridge",1,1,196,691,0,887,0.000305337980012841
"1636","West Tisbury",1,1,331,1389,0,1720,0.000592087176575069
"1637","Westborough",5,5,3495,4893,0,8388,0.00288745769599516
"1638","Westfield",12,12,7376,8848,0,16224,0.0055848967167174
"1639","Westford",6,6,5400,5966,0,11366,0.00391259467962339
"1640","Westhampton",1,1,409,573,0,982,0.000338040469416696
"1641","Westminster",2,2,1934,2009,0,3943,0.00135732542862529
"1642","Weston",4,4,2567,3615,0,6182,0.00212807146836458
"1643","Westport",5,5,2867,5139,0,8006,0.00275595926491861
"1644","Westwood",4,4,3845,4366,0,8211,0.00282652779468482
"1645","Weymouth",18,18,10888,15330,0,26218,0.009025198602003
"1646","Whately",1,1,280,635,0,915,0.000314976608468714
"1647","Whitman",4,4,3194,3595,0,6789,0.00233702316381869
"1648","Wilbraham",4,4,3975,4075,0,8050,0.00277110568106355
"1649","Williamsburg",1,1,388,1139,0,1527,0.000525649487575657
"1650","Williamstown",3,3,758,2941,0,3699,0.00127333166636697
"1651","Wilmington",6,6,5304,5835,0,11139,0.00383445294178471
"1652","Winchendon",3,3,1815,2129,0,3944,0.00135766966535586
"1653","Winchester",8,8,4811,7091,0,11902,0.00409710556720725
"1654","Windsor",1,1,165,358,0,523,0.000180035810086489
"1655","Winthrop",6,6,3196,5540,0,8736,0.00300725207823244
"1656","Woburn",14,14,7738,10313,0,18051,0.00621381722346312
"1657","Worcester",50,50,17648,38264,0,55912,0.0192469640794566
"1658","Worthington",1,1,268,500,0,768,0.00026437380907538
"1659","Wrentham",3,3,2854,2739,0,5593,0.00192531603406068
"1660","Yarmouth",7,7,6510,7620,0,14130,0.00486406500291031
"1661","Allegany",41,41,17825,9769,156,27750,0.00955256927323149
"1662","Anne Arundel",185,185,124071,95171,1145,220387,0.0758653003394475
"1663","Baltimore",214,214,155371,170104,1909,327384,0.112697597799914
"1664","Baltimore City",316,316,33736,165055,898,199689,0.0687402884901738
"1665","Calvert",21,21,21619,14812,156,36587,0.0125945892612512
"1666","Caroline",8,8,6947,3538,63,10548,0.00363100903401967
"1667","Carroll",44,44,51840,21143,395,73378,0.025259402815538
"1668","Cecil",18,18,21428,13777,166,35371,0.0121759973968818
"1669","Charles",33,33,26357,27445,194,53996,0.0185874065036904
"1670","Dorchester",36,36,7260,4971,50,12281,0.00422757128809211
"1671","Frederick",61,61,56243,36470,454,93167,0.0320715034767264
"1672","Garrett",19,19,8431,2952,41,11424,0.00393256040999627
"1673","Harford",65,65,67397,36868,549,104814,0.0360808286776391
"1674","Howard",98,98,54768,65704,712,121184,0.0417159839570193
"1675","Kent",10,10,4437,3883,45,8365,0.00287954025119212
"1676","Montgomery",235,235,123472,244211,1994,369677,0.12725640184578
"1677","Prince Georges",209,209,50594,236698,953,288245,0.0992245164022563
"1678","Queen Annes",11,11,14380,7019,106,21505,0.0074028108908412
"1679","Somerset",22,22,4604,3737,27,8368,0.00288057296138382
"1680","St Marys",28,28,22015,12625,153,34793,0.0119770285666142
"1681","Talbot",16,16,10249,6531,85,16865,0.00580555246101078
"1682","Washington",46,46,34726,18859,252,53837,0.0185326728635302
"1683","Wicomico",33,33,20262,13873,164,34299,0.0118069756217141
"1684","Worcester",18,18,13860,8598,105,22563,0.00776701335178098
"1685","Abbot",1,1,239,169,6,414,0.000142514006454697
"1686","Acton",1,1,624,547,3,1174,0.000404133921685541
"1687","Addison",1,1,368,277,12,657,0.000226163531982454
"1688","Albany Twp",1,1,102,155,4,261,8.98457866779611e-05
"1689","Albion",1,1,607,442,18,1067,0.000367300591514883
"1690","Alexander",1,1,172,124,1,297,0.000102238308978369
"1691","Alfred",1,1,873,881,19,1773,0.000610331723295115
"1692","Allagash",1,1,89,90,2,181,6.2306848232609e-05
"1693","Alna",1,1,186,276,4,466,0.000160414316444176
"1694","Alton",1,1,269,250,5,524,0.000180380046817056
"1695","Amherst",1,1,86,65,2,153,5.26682197767358e-05
"1696","Amity",1,1,54,47,1,102,3.51121465178239e-05
"1697","Andover",1,1,283,217,3,503,0.000173151075475151
"1698","Anson",1,1,573,608,23,1204,0.000414461023602548
"1699","Appleton",1,1,368,408,9,785,0.000270225833495017
"1700","Arrowsic",1,1,104,238,9,351,0.000120827092428982
"1701","Arundel",1,1,1019,1044,24,2087,0.000718422056693122
"1702","Ashland",1,1,338,332,11,681,0.000234425213516059
"1703","Athens",1,1,203,241,5,449,0.000154562292024538
"1704","Atkinson",1,1,109,104,5,218,7.50436072635843e-05
"1705","Auburn",5,5,5216,6865,135,12216,0.00420519590060526
"1706","Augusta",5,5,4128,5492,122,9742,0.00335355422918275
"1707","Aurora",1,1,56,22,2,80,2.75389384453521e-05
"1708","Avon",1,1,143,112,2,257,8.84688397556935e-05
"1709","Baileyville",1,1,376,410,7,793,0.000272979727339552
"1710","Baldwin",1,1,453,339,2,794,0.000273323964070119
"1711","Bancroft",1,1,17,12,1,30,1.0327101917007e-05
"1712","Bangor",9,9,7119,9145,138,16402,0.0056461708547583
"1713","Bar Harbor",1,1,944,2188,53,3185,0.00109639398685558
"1714","Baring",1,1,56,64,0,120,4.13084076680281e-05
"1715","Bath",8,8,2569,3521,83,6173,0.00212497333778948
"1716","Beals",1,1,147,139,3,289,9.94844151338343e-05
"1717","Beaver Cove",1,1,67,39,1,107,3.68333301706584e-05
"1718","Beddington",1,1,22,13,0,35,1.20482855698415e-05
"1719","Belfast",3,3,1533,2270,41,3844,0.00132324599229917
"1720","Belgrade",1,1,1003,930,16,1949,0.000670917387874889
"1721","Belmont",1,1,234,240,1,475,0.000163512447019278
"1722","Benedicta Twp",1,1,53,43,3,99,3.40794363261232e-05
"1723","Benton",1,1,712,756,19,1487,0.000511880018352981
"1724","Berwick",1,1,1862,1588,31,3481,0.00119828805910338
"1725","Bethel",1,1,712,849,24,1585,0.000545615217948538
"1726","Biddeford",7,7,3754,6427,111,10292,0.00354288443099454
"1727","Bingham",1,1,297,309,4,610,0.000209984405645809
"1728","Blaine",1,1,316,138,1,455,0.00015662771240794
"1729","Blue Hill",1,1,613,1005,22,1640,0.000564548238129717
"1730","Boothbay",1,1,1010,1053,14,2077,0.000714979689387453
"1731","Boothbay Harbor",1,1,744,824,10,1578,0.000543205560834569
"1732","Bowdoin",1,1,862,628,23,1513,0.000520830173347721
"1733","Bowdoinham",1,1,734,942,31,1707,0.000587612099077699
"1734","Bowerbank",1,1,57,32,0,89,3.06370690204542e-05
"1735","Bradford",1,1,337,274,10,621,0.000213771009682045
"1736","Bradley",1,1,313,463,11,787,0.000270914306956151
"1737","Bremen",1,1,230,298,3,531,0.000182789703931024
"1738","Brewer",2,2,2850,2510,46,5406,0.00186094376544467
"1739","Bridgewater",1,1,204,135,0,339,0.000116696251662179
"1740","Bridgton",1,1,1372,1458,43,2873,0.000988992126918706
"1742","Bristol",1,1,893,1033,24,1950,0.000671261624605456
"1743","Brooklin",1,1,222,385,4,611,0.000210328642376376
"1744","Brooks",1,1,298,253,10,561,0.000193116805848031
"1745","Brooksville",1,1,257,447,8,712,0.000245096552163633
"1746","Brookton Twp",1,1,82,36,2,120,4.13084076680281e-05
"1747","Brownfield",1,1,360,458,7,825,0.000283995302717693
"1748","Brownville",1,1,404,371,19,794,0.000273323964070119
"1749","Brunswick",8,8,4212,7233,156,11601,0.00399349031130661
"1750","Buckfield",1,1,540,525,17,1082,0.000372464142473387
"1751","Bucksport",1,1,1307,1450,29,2786,0.000959043531359385
"1752","Burlington",1,1,122,90,0,212,7.29781868801829e-05
"1753","Burnham",1,1,298,335,8,641,0.000220655744293383
"1754","Buxton",1,1,2252,2172,30,4454,0.00153323039794498
"1755","Byron",1,1,40,39,1,80,2.75389384453521e-05
"1756","Calais",1,1,878,720,14,1612,0.000554909609673844
"1757","Cambridge",1,1,175,100,8,283,9.74189947504329e-05
"1758","Camden",1,1,1153,2277,33,3463,0.00119209179795318
"1759","Canaan",1,1,460,558,12,1030,0.000354563832483908
"1760","Canton",1,1,279,286,17,582,0.000200345777189936
"1761","Cape Elizabeth",1,1,2548,3679,52,6279,0.00216146243122957
"1762","Caratunk",1,1,50,23,0,73,2.51292813313837e-05
"1763","Caribou",1,1,1863,2044,35,3942,0.00135698119189472
"1764","Carmel",1,1,832,607,11,1450,0.000499143259322006
"1765","Carrabassett Valley",1,1,181,263,5,449,0.000154562292024538
"1766","Carroll Plt",1,1,42,23,0,65,2.23753874868485e-05
"1767","Carthage",1,1,138,142,4,284,9.77632314809998e-05
"1768","Cary Plt",1,1,67,38,0,105,3.61448567095246e-05
"1769","Casco",1,1,1007,1036,21,2064,0.000710504611890083
"1770","Castine",1,1,332,483,11,826,0.00028433953944826
"1771","Castle Hill",1,1,124,89,3,216,7.43551338024505e-05
"1772","Caswell",1,1,52,107,0,159,5.47336401601372e-05
"1773","Centerville",1,1,8,7,0,15,5.16355095850351e-06
"1774","Chapman",1,1,132,125,1,258,8.88130764862604e-05
"1775","Charleston",1,1,455,207,6,668,0.00022995013601869
"1776","Charlotte",1,1,114,72,3,189,6.50607420771442e-05
"1777","Chelsea",1,1,671,660,16,1347,0.000463686876073615
"1778","Cherryfield",1,1,360,295,5,660,0.000227196242174154
"1779","Chester",1,1,176,101,9,286,9.84517049421336e-05
"1780","Chesterville",1,1,306,383,7,696,0.000239588764474563
"1781","China",1,1,1206,1114,22,2342,0.000806202422987681
"1782","Clifton",1,1,220,224,2,446,0.000153529581832838
"1783","Clinton",1,1,837,837,13,1687,0.000580727364466361
"1784","Codyville Plt",1,1,5,5,0,10,3.44236730566901e-06
"1785","Columbia",1,1,142,94,2,238,8.19283418749224e-05
"1786","Columbia Falls",1,1,183,147,1,331,0.000113942357817644
"1787","Connor Twp",1,1,56,150,1,207,7.12570032273484e-05
"1788","Cooper",1,1,38,56,1,95,3.27024894038556e-05
"1789","Coplin Plt",1,1,40,54,0,94,3.23582526732887e-05
"1790","Corinna",1,1,647,451,14,1112,0.000382791244390394
"1791","Corinth",1,1,920,523,24,1467,0.000504995283741643
"1792","Cornish",1,1,377,431,10,818,0.000281585645603725
"1793","Cornville",1,1,366,314,26,706,0.000243031131780232
"1794","Cranberry Isles",2,2,51,119,1,171,5.886448092694e-05
"1795","Crawford",1,1,43,13,1,57,1.96214936423133e-05
"1796","Crystal",1,1,90,56,3,149,5.12912728544682e-05
"1797","Cumberland",2,2,2428,2504,44,4976,0.0017129219713009
"1798","Cushing",1,1,384,397,8,789,0.000271602780417285
"1799","Cutler",1,1,164,97,5,266,9.15669703307956e-05
"1800","Cyr Plt",1,1,11,36,0,47,1.61791263366443e-05
"1801","Dallas Plt",1,1,108,109,0,217,7.46993705330174e-05
"1802","Damariscotta",1,1,598,770,19,1387,0.000477456345296291
"1803","Danforth",1,1,184,102,5,291,0.000100172888594968
"1804","Dayton",1,1,613,507,15,1135,0.000390708689193432
"1805","Deblois",1,1,22,13,0,35,1.20482855698415e-05
"1806","Dedham",1,1,530,478,11,1019,0.000350777228447672
"1807","Deer Isle",1,1,413,785,11,1209,0.000416182207255383
"1808","Denmark",1,1,348,297,8,653,0.000224786585060186
"1809","Dennistown Plt",1,1,20,1,1,22,7.57320807247181e-06
"1810","Dennysville",1,1,84,97,3,184,6.33395584243097e-05
"1811","Detroit",1,1,201,212,0,413,0.00014216976972413
"1812","Dexter",1,1,1039,871,21,1931,0.000664721126724685
"1813","Dixfield",1,1,545,748,22,1315,0.000452671300695474
"1814","Dixmont",1,1,350,300,7,657,0.000226163531982454
"1815","Dover-Foxcroft",1,1,1248,1046,34,2328,0.000801383108759745
"1816","Dresden",1,1,458,517,13,988,0.000340105889800098
"1817","Drew Plt",1,1,21,3,0,24,8.26168153360562e-06
"1819","Durham",1,1,1171,1129,23,2323,0.00079966192510691
"1820","Dyer Brook",1,1,83,57,1,141,4.8537379009933e-05
"1821","Eagle Lake",1,1,162,326,6,494,0.000170052944900049
"1822","East Machias",1,1,383,297,5,685,0.000235802160438327
"1823","East Millinocket",1,1,474,640,11,1125,0.000387266321887763
"1824","Eastbrook",1,1,126,99,7,232,7.98629214915209e-05
"1825","Easton",1,1,397,294,10,701,0.000241309948127397
"1826","Eastport",1,1,370,536,8,914,0.000314632371738147
"1827","Eddington",1,1,683,589,11,1283,0.000441655725317334
"1828","Edgecomb",1,1,363,421,3,787,0.000270914306956151
"1829","Edinburg",1,1,43,51,2,96,3.30467261344225e-05
"1830","Edmunds Twp",1,1,92,74,6,172,5.92087176575069e-05
"1831","Eliot",1,1,1721,2164,27,3912,0.00134665408997772
"1832","Ellsworth",4,4,2096,1896,53,4045,0.00139243757514311
"1833","Embden",1,1,265,224,6,495,0.000170397181630616
"1834","Enfield",1,1,439,401,16,856,0.000294666641365267
"1835","Etna",1,1,301,249,5,555,0.00019105138546463
"1836","Eustis",1,1,184,199,9,392,0.000134940798382225
"1837","Exeter",1,1,329,238,5,572,0.000196903409884267
"1838","Fairfield",1,1,1492,1917,41,3450,0.00118761672045581
"1839","Falmouth",1,1,3305,3683,68,7056,0.00242893437088005
"1840","Farmingdale",1,1,807,879,15,1701,0.000585546678694298
"1841","Farmington",1,1,1540,2484,48,4072,0.00140173196686842
"1842","Fayette",1,1,291,402,12,705,0.000242686895049665
"1843","Fort Fairfield",1,1,858,983,15,1856,0.000638903371932168
"1844","Fort Kent",1,1,624,1655,27,2306,0.000793809900687273
"1845","Frankfort",1,1,282,289,3,574,0.000197591883345401
"1846","Franklin",1,1,425,345,10,780,0.000268504649842183
"1847","Freedom",1,1,178,216,7,401,0.000138038928957327
"1848","Freeman Twp",1,1,49,40,1,90,3.09813057510211e-05
"1849","Freeport",1,1,1906,3007,64,4977,0.00171326620803146
"1850","Frenchboro",1,1,24,20,0,44,1.51464161449436e-05
"1851","Frenchville",1,1,156,511,3,670,0.000230638609479823
"1852","Friendship",1,1,461,301,11,773,0.000266094992728214
"1853","Frye Island",1,1,55,29,0,84,2.89158853676197e-05
"1854","Fryeburg",1,1,836,873,17,1726,0.000594152596958471
"1855","Gardiner",4,4,1483,1716,46,3245,0.00111704819068959
"1856","Garfield Plt",1,1,32,29,0,61,2.09984405645809e-05
"1857","Garland",1,1,321,236,14,571,0.0001965591731537
"1858","Georgetown",1,1,340,438,4,782,0.000269193123303316
"1859","Gilead",1,1,45,60,2,107,3.68333301706584e-05
"1860","Glenburn",1,1,1296,1047,17,2360,0.000812398684137886
"1862","Gorham",4,4,4133,4393,72,8598,0.00295974740941421
"1863","Gouldsboro",1,1,552,533,13,1098,0.000377971930162457
"1864","Grand Isle",1,1,45,257,5,307,0.000105680676284038
"1865","Grand Lake Stream Plt",1,1,54,33,1,88,3.02928322898873e-05
"1866","Gray",1,1,2108,2102,51,4261,0.00146679270894556
"1867","Great Pond",1,1,17,12,3,32,1.10155753781408e-05
"1868","Greenbush",1,1,392,296,8,696,0.000239588764474563
"1869","Greene",1,1,1248,1137,25,2410,0.000829610520666231
"1870","Greenville",1,1,638,514,22,1174,0.000404133921685541
"1872","Greenwood",1,1,186,239,6,431,0.000148366030874334
"1873","Guilford",1,1,458,354,16,828,0.000285028012909394
"1874","Hallowell",5,5,562,1131,19,1712,0.000589333282730534
"1875","Hamlin",1,1,39,84,1,124,4.26853545902957e-05
"1876","Hammond",1,1,30,18,1,49,1.68675997977781e-05
"1877","Hampden",1,1,2247,1933,38,4218,0.00145199052953119
"1878","Hancock",1,1,623,593,11,1227,0.000422378468405587
"1879","Hanover",1,1,94,78,3,175,6.02414278492076e-05
"1880","Harmony",1,1,209,233,3,445,0.000153185345102271
"1881","Harpswell",3,3,1583,2004,43,3630,0.00124957933195785
"1882","Harrington",1,1,287,247,6,540,0.000185887834506126
